act,link,pic,sco,title 
Ginger Rogers、Jean-Pierre Au…,http://dianying.2345.com/detail/150539.html,http//imgwx4.2345.com/dypcimg/img/e/50/s150539.jpg,8.8,风流女窃
艾玛·朗、Masa Yamaguchi,http://dianying.2345.com/detail/66362.html,http//imgwx4.2345.com/dypcimg/img/8/450453/ac4b0bef4b96b6cc886272c93cba0cbb.jpg,5.8,窘境
福里斯特·惠特…、罗宾·威廉斯,http://dianying.2345.com/detail/103212.html,http//imgwx5.2345.com/dypcimg/img/d/34/s103212.jpg?1390096894,7.3,白宫管家
约翰·雷吉扎莫、米拉·索维诺,http://dianying.2345.com/detail/150566.html,http//imgwx2.2345.com/dypcimg/img/d/50/s150566.jpg,8.9,山姆的夏天
罗伯特雷德福、克里斯汀·斯科…,http://dianying.2345.com/detail/27469.html,http//imgwx2.2345.com/dypcimg/img/c/9/s27469.jpg?1454036419,8.0,马语者
罗伯特·雷德福、米歇尔·菲佛,http://dianying.2345.com/detail/150547.html,http//imgwx3.2345.com/dypcimg/img/e/50/s150547.jpg,7.7,战地之恋
凯特·布兰切特、吉奥瓦尼·瑞比…,http://dianying.2345.com/detail/38224.html,http//imgwx3.2345.com/dypcimg/cae/c/12/38224/9febe69049499e17f497dd1f3babca7f.jpg,5.6,疾走天堂
肖恩·康纳利、罗伯·布朗,http://dianying.2345.com/detail/38258.html,http//imgwx2.2345.com/dypcimg/img/e/12/s38258.jpg,7.8,心灵访客
牛犇、关杰,http://dianying.2345.com/detail/20710.html,http//imgwx2.2345.com/dypcimg/img/douban/1906974/postb_s7054702_mini.jpg,7.6,高中锋矮教练
莫里斯·拉马奇、Jodi Benson,http://dianying.2345.com/detail/150050.html,http//imgwx1.2345.com/dypcimg/img/0/50/s150050.jpg,8.0,雪地灵犬2
Jane March、本·克劳斯,http://dianying.2345.com/detail/97770.html,http//imgwx1.2345.com/dypcimg/img/9/460936/dd177ee46cd8d2aab2ee3fbd9f044def.jpg,8.1,杰克和巨人
威尔·法瑞尔、乔恩·海德,http://dianying.2345.com/detail/37656.html,http//imgwx4.2345.com/dypcimg/img/0/12/s37656.jpg,8.3,冰刀双人组
安东尼·霍普金…、琼·艾伦,http://dianying.2345.com/detail/34834.html,http//imgwx3.2345.com/dypcimg/cae/b/11/34834/f10681ea886a7e5a429c97a1fd6d9648.jpg,7.4,尼克松
摩根·弗里曼、安东尼·霍普金…,http://dianying.2345.com/detail/3696.html,http//imgwx4.2345.com/dypcimg/cae/9/1/3696/b68c0ef5145d22c88143ff75e2a7ad8b.jpg,7.4,勇者无惧
安东尼·博金斯、让娜·莫罗,http://dianying.2345.com/detail/62392.html,http//imgwx3.2345.com/dypcimg/img/1/450052/777e135fb64355c01e13859e58f912cd.jpg,7.2,审判
李冰冰、李野萍,http://dianying.2345.com/detail/55669.html,http//imgwx1.2345.com/dypcimg/img/0/448437/1dbc6f0eebd9c301cbdaff8ba8da51c3.jpg,7.1,过年回家
张国民、冯恩鹤,http://dianying.2345.com/detail/19577.html,http//imgwx5.2345.com/dypcimg/cae/b/6/19577/6dbfcc25d9d45ffc241f35a0196117e5.jpg,8.1,寻找魔鬼
石挥、韩非,http://dianying.2345.com/detail/32519.html,http//imgwx3.2345.com/dypcimg/img/6/10/s32519.jpg,8.9,哀乐中年
卢·戴蒙德·菲…、戴安· 梅尔,http://dianying.2345.com/detail/150452.html,http//imgwx2.2345.com/dypcimg/img/8/50/s150452.jpg,7.7,杀人蝙蝠
Caitlin McInto…、Jason Contini,http://dianying.2345.com/detail/116589.html,http//imgwx4.2345.com/dypcimg/img/2/465458/2950452f2a2dea459c8f0b519572044a.jpg,5.1,梦魇猎手
蒂比·海德莉、Noel Marshall,http://dianying.2345.com/detail/150895.html,http//imgwx3.2345.com/dypcimg/img/b/50/s150895.jpg,7.8,顽皮的动物
保罗·纽曼、邦妮·比蒂丽娅,http://dianying.2345.com/detail/151286.html,http//imgwx1.2345.com/dypcimg/img/4/50/s151286.jpg,7.4,胖子与男孩
Ona Fletcher、朱莉娅·奥蒙德,http://dianying.2345.com/detail/50385.html,http//imgwx3.2345.com/dypcimg/img/4/16/s50385.jpg?1410491498,7.0,冰雪迷案
凯特·布兰切特、塞伦·希德,http://dianying.2345.com/detail/42350.html,http//imgwx1.2345.com/dypcimg/img/4/14/s42350.jpg,7.5,毒家新闻
方·基默、斯蒂芬·多尔夫,http://dianying.2345.com/detail/91533.html,http//imgwx5.2345.com/dypcimg/img/1/30/s91533.jpg?1410494264,7.7,重罪人
吉娜·罗兰兹、索尼·兰哈姆,http://dianying.2345.com/detail/150672.html,http//imgwx1.2345.com/dypcimg/img/c/50/s150672.jpg,7.0,女煞葛洛莉
Gianmarco Togn…、米凯·维尼图奇,http://dianying.2345.com/detail/150246.html,http//imgwx3.2345.com/dypcimg/img/6/50/s150246.jpg,8.7,七个小杀手
艾迪·凯伊·托…、唐纳德·法森,http://dianying.2345.com/detail/18497.html,http//imgwx3.2345.com/dypcimg/cae/0/6/18497/dba6207af5ff5213bfbd11ea740508ef.jpg,4.9,赌城三侠
伊桑·恩布里、迈克尔·盖拉迪…,http://dianying.2345.com/detail/137410.html,http//imgwx4.2345.com/dypcimg/img/5/45/s137410.jpg,7.7,安全期
彼特·麦尼科、Caitlin Clarke,http://dianying.2345.com/detail/151341.html,http//imgwx4.2345.com/dypcimg/img/1/50/s151341.jpg,7.5,屠龙记
Rebecca Neuens…、Chad Ortis,http://dianying.2345.com/detail/35191.html,http//imgwx1.2345.com/dypcimg/cae/d/11/35191/ed2bd7959ea89ee4965d506ce046d0ef.jpg,5.9,决战之夜
艾米莉·莫迪默、蒂姆·艾伦,http://dianying.2345.com/detail/40396.html,http//imgwx3.2345.com/dypcimg/img/8/13/s40396.jpg,8.8,红带高手
让·雷诺、文森特·卡塞尔,http://dianying.2345.com/detail/150082.html,http//imgwx3.2345.com/dypcimg/img/8/50/s150082.jpg,8.4,暗流
爱德华·福隆、Darlanne Flueg…,http://dianying.2345.com/detail/150669.html,http//imgwx2.2345.com/dypcimg/img/3/50/s150669.jpg,7.0,禁入坟场2
梅尔·吉布森、彼得·斯特曼,http://dianying.2345.com/detail/150516.html,http//imgwx1.2345.com/dypcimg/img/e/50/s150516.jpg,7.9,狱中无人
文森特·佩雷斯、米娅·科施娜,http://dianying.2345.com/detail/150312.html,http//imgwx1.2345.com/dypcimg/img/a/50/s150312.jpg,7.7,乌鸦2天使之城
克林特·伊斯特…、桑德拉·洛克,http://dianying.2345.com/detail/40366.html,http//imgwx3.2345.com/dypcimg/img/8/13/s40366.jpg,7.5,拨云见日
迈克尔·马德森、大卫·卡拉丁,http://dianying.2345.com/detail/35582.html,http//imgwx1.2345.com/dypcimg/img/a/11/s35582.jpg?1437025710,7.8,爆裂末路
劳伦斯·菲什伯…、德瑞克·卢克,http://dianying.2345.com/detail/61734.html,http//imgwx1.2345.com/dypcimg/img/2/449561/de27907534fdf1d25b1996871b830e70.jpg,5.7,蛇行太保
申凤梅、何全志,http://dianying.2345.com/detail/141698.html,http//imgwx1.2345.com/dypcimg/img/b/47/s141698.jpg,7.7,智收姜维
塔梅尔·哈桑、西蒙·菲利普斯,http://dianying.2345.com/detail/127940.html,http//imgwx5.2345.com/dypcimg/img/1/42/s127940.jpg?1410496110,8.6,七勇士
张瑞芳、牛犇,http://dianying.2345.com/detail/143476.html,http//imgwx3.2345.com/dypcimg/img/a/47/s143476.jpg,8.2,泉水叮咚
Rody Claude、Kenny Low,http://dianying.2345.com/detail/103013.html,http//imgwx5.2345.com/dypcimg/img/c/462290/0e3cefca43991c3dc5ef2ed6246d1c40.jpg,7.0,死区时间
卢卡斯·格拉比、大卫·哈塞尔霍…,http://dianying.2345.com/detail/105239.html,http//imgwx1.2345.com/dypcimg/img/8/463068/0d3e6f854a906daed14813bac0cc6e3a.jpg,8.5,舞动忍者
博比·德里斯科…、凯瑟琳·博蒙特,http://dianying.2345.com/detail/147762.html,http//imgwx3.2345.com/dypcimg/img/b/49/s147762.jpg,7.2,小飞侠1953
大卫·拉斯彻、赫立德·阿卜杜…,http://dianying.2345.com/detail/151218.html,http//imgwx1.2345.com/dypcimg/img/0/50/s151218.jpg,8.5,颤栗航班
伊莎贝尔·于佩…、蒂埃里·莱尔米…,http://dianying.2345.com/detail/151010.html,http//imgwx2.2345.com/dypcimg/img/9/50/s151010.jpg,7.0,莫欺朋友妻
史蒂夫·卡瑞尔、蒂娜·菲,http://dianying.2345.com/detail/40488.html,http//imgwx4.2345.com/dypcimg/img/4/13/s40488.jpg?1443418322,7.9,约会之夜
罗伯特·德尼罗、肯尼思·布拉纳…,http://dianying.2345.com/detail/52831.html,http//imgwx4.2345.com/dypcimg/img/d/465142/78acfcd26f0c296f87f46126f1db3ea4.jpg,8.5,科学怪人之再生情狂
凯恩·霍德尔、Lar Park-Linco…,http://dianying.2345.com/detail/150291.html,http//imgwx5.2345.com/dypcimg/img/8/50/s150291.jpg,7.0,黑色星期五7
杰夫·布里吉斯、Karen Allen,http://dianying.2345.com/detail/40558.html,http//imgwx1.2345.com/dypcimg/img/douban/1293581/postb_s4582107_mini.jpg,8.2,外星恋
凯文·科斯特纳、罗宾·怀特,http://dianying.2345.com/detail/1564.html,http//imgwx5.2345.com/dypcimg/cae/f/0/1564/aa4e53faa4fb01c57e29512cb1c13921.jpg,7.5,瓶中信
吴奇隆、郝蕾,http://dianying.2345.com/detail/18530.html,http//imgwx2.2345.com/dypcimg/img/7/6/s18530.jpg,8.6,初恋的故事
小林薰、西岛秀俊,http://dianying.2345.com/detail/150889.html,http//imgwx2.2345.com/dypcimg/img/d/50/s150889.jpg,7.2,休暇
雷震、刘恩甲,http://dianying.2345.com/detail/150825.html,http//imgwx2.2345.com/dypcimg/img/1/50/s150825.jpg,9.0,喜相逢
吉姆·斯特吉斯、埃文·蕾切尔·…,http://dianying.2345.com/detail/150342.html,http//imgwx3.2345.com/dypcimg/img/a/50/s150342.jpg,8.5,穿越宇宙
吉娜·赫尔顿、柯林·纳麦克,http://dianying.2345.com/detail/149994.html,http//imgwx4.2345.com/dypcimg/img/5/49/s149994.jpg,7.3,巨龙天启
约翰·库萨克、明妮·德里弗,http://dianying.2345.com/detail/151145.html,http//imgwx4.2345.com/dypcimg/img/d/50/s151145.jpg,7.9,这个杀手将有难
吉恩·凯利、莱斯利·卡伦,http://dianying.2345.com/detail/71794.html,http//imgwx1.2345.com/dypcimg/cae/d/23/71794/05c62ecabdbff812529f2a0e55cab2b7.jpg,7.7,一个美国人在巴黎
瑞茜·威瑟斯彭、马克·鲁法洛,http://dianying.2345.com/detail/37728.html,http//imgwx3.2345.com/dypcimg/img/8/12/s37728.jpg,7,宛如天堂
比利·鲍伯·松…、Greg Kinnear,http://dianying.2345.com/detail/147080.html,http//imgwx1.2345.com/dypcimg/img/5/49/s147080.jpg,7.5,小熊成军
唐尼·沃尔伯格、乔丹娜·布鲁斯…,http://dianying.2345.com/detail/37802.html,http//imgwx3.2345.com/dypcimg/img/douban/1479418/postb_s23114859_mini.jpg,7.2,征服怒海
弗朗索瓦·克鲁…、伯努瓦·马吉梅,http://dianying.2345.com/detail/26928.html,http//imgwx2.2345.com/dypcimg/img/7/8/s26928.jpg,5.4,小小的白色谎言
李昆、刘兰英,http://dianying.2345.com/detail/48220.html,http//imgwx3.2345.com/dypcimg/img/a/455537/ad552397ec7b9f23f83f91517c3ef68f.jpg,8.1,春满巴堤雅
Ford Kiernan、Ruby Wax,http://dianying.2345.com/detail/137975.html,http//imgwx3.2345.com/dypcimg/img/6/45/s137975.jpg,8.7,爵士比利
尼古拉斯·冈萨…、欧勒格·塔克塔…,http://dianying.2345.com/detail/51051.html,http//imgwx5.2345.com/dypcimg/cae/a/17/51051/5a98b429710bf6006a9845fb761fed46.jpg,5.8,合金杀手
蒂姆·艾伦,http://dianying.2345.com/detail/54083.html,http//imgwx2.2345.com/dypcimg/img/f/18/s54083.jpg?1456904460,8.8,黑猩猩
李岱江、刘艳芳,http://dianying.2345.com/detail/150540.html,http//imgwx2.2345.com/dypcimg/img/a/50/s150540.jpg,8.0,借年
俞振飞、言慧珠,http://dianying.2345.com/detail/150358.html,http//imgwx2.2345.com/dypcimg/img/a/50/s150358.jpg,8.8,墙头马上昆曲
David Goldman、Joseph Wayne M…,http://dianying.2345.com/detail/150811.html,http//imgwx1.2345.com/dypcimg/img/7/50/s150811.jpg,7.4,魔鬼特训营
小飞、喻舟,http://dianying.2345.com/detail/135417.html,http//imgwx3.2345.com/dypcimg/img/4/45/s135417.jpg?1415240809,8.9,飞鱼秀
玛丽-乔西·克罗…、Jean-Nicolas V…,http://dianying.2345.com/detail/139914.html,http//imgwx5.2345.com/dypcimg/img/6/46/s139914.jpg,8.9,漩涡原声
亚武兹·宾戈尔、Hatice Aslan,http://dianying.2345.com/detail/52190.html,http//imgwx4.2345.com/dypcimg/img/8/17/ae81648415f80b410b6e58adbadaa26f.jpg,7.6,三只猴子
帕特里克·德姆…、米歇尔·莫纳汉,http://dianying.2345.com/detail/54953.html,http//imgwx2.2345.com/dypcimg/img/f/448366/6c8677bffb2842f84e608b2aa2645333.jpg,7.2,新郎不是我
尼尔·杨、爱美萝哈里斯,http://dianying.2345.com/detail/149928.html,http//imgwx5.2345.com/dypcimg/img/c/49/s149928.jpg,8.6,尼尔杨金子心
罗宾·威廉姆斯、康妮·尼尔森,http://dianying.2345.com/detail/150725.html,http//imgwx5.2345.com/dypcimg/img/6/50/s150725.jpg,7.5,一小时快照
安妮·海瑟薇、朱莉·安德鲁斯,http://dianying.2345.com/detail/151194.html,http//imgwx5.2345.com/dypcimg/img/2/50/s151194.jpg,7.4,公主日记2
郭嘉艺、赵泽仁,http://dianying.2345.com/detail/150408.html,http//imgwx1.2345.com/dypcimg/img/a/50/s150408.jpg,7.3,司令阿根
毛惟钰、向梅,http://dianying.2345.com/detail/150348.html,http//imgwx4.2345.com/dypcimg/img/9/50/s150348.jpg,8.7,琴童
泰瑞·克鲁斯、乔恩·海德,http://dianying.2345.com/detail/37619.html,http//imgwx5.2345.com/dypcimg/cae/2/12/37619/df7edcf5560bcc9837d0ec04b5c02a6d.jpg,7.7,板凳队员
大卫·阿奎特、迈克尔·伊雷,http://dianying.2345.com/detail/151211.html,http//imgwx1.2345.com/dypcimg/img/8/50/s151211.jpg,7.0,决不低头
梅格·瑞恩、查尔斯·达顿,http://dianying.2345.com/detail/150635.html,http//imgwx5.2345.com/dypcimg/img/e/50/s150635.jpg,9.0,破网而出
拉斯·诺德、斯特芬·拉森科,http://dianying.2345.com/detail/150708.html,http//imgwx5.2345.com/dypcimg/img/8/50/s150708.jpg,7.9,二楼传来的歌声
迈克·艾普斯、简·科拉克斯基,http://dianying.2345.com/detail/150907.html,http//imgwx4.2345.com/dypcimg/img/7/50/s150907.jpg,7.6,丛林大反攻2
乔纳森·德拉霍…、瑞恩·博缇雷瑞,http://dianying.2345.com/detail/110618.html,http//imgwx4.2345.com/dypcimg/img/6/465228/31bb8904a15b9287c837c1041c1b8baa.jpg,5.3,致命麻烦
高明、储智博,http://dianying.2345.com/detail/150549.html,http//imgwx1.2345.com/dypcimg/img/d/50/s150549.jpg,8.3,隔离日
管越、肖虹,http://dianying.2345.com/detail/150529.html,http//imgwx5.2345.com/dypcimg/img/d/50/s150529.jpg,7.5,果实
马丁·劳伦斯、蒂姆·罗宾斯,http://dianying.2345.com/detail/61732.html,http//imgwx2.2345.com/dypcimg/img/2/449561/462bf7076f7e24dadc24ac8bd7d9da6d.jpg,7.2,再无可失
Ralph Fiennes、大卫·佩默,http://dianying.2345.com/detail/39854.html,http//imgwx1.2345.com/dypcimg/img/b/13/s39854.jpg,7.8,机智问答
梅丽尔·斯特里…,http://dianying.2345.com/detail/65235.html,http//imgwx2.2345.com/dypcimg/img/0/21/s65235.jpg?1439276927,8.6,到北极去
乔治·克鲁尼、汤姆·威尔金森,http://dianying.2345.com/detail/52260.html,http//imgwx3.2345.com/dypcimg/img/3/17/s52260.jpg?1453193199,7.1,迈克尔克莱顿
安杰丽卡·休斯…、山姆·洛克威尔,http://dianying.2345.com/detail/76263.html,http//imgwx5.2345.com/dypcimg/img/9/25/s76263.jpg?1446024197,7.8,窒色
连姆·尼森、Lhakpa Dorji,http://dianying.2345.com/detail/52693.html,http//imgwx4.2345.com/dypcimg/img/e/17/s52693.jpg?1445234081,7.2,珠穆朗玛峰
Kate Rutter、Monica Dolan,http://dianying.2345.com/detail/54090.html,http//imgwx1.2345.com/dypcimg/img/d/465315/65134758d9ed0468fe4a477620fa2291.jpg,7.8,树荫
Thomas Ian Nic…、加里·布塞,http://dianying.2345.com/detail/75046.html,http//imgwx1.2345.com/dypcimg/img/4/452210/d1ba54b4aceaf34d17ec0a99d53780b0.jpg,7.5,金臂小子
肖恩·康纳利、彼得·伯耶尔,http://dianying.2345.com/detail/66436.html,http//imgwx3.2345.com/dypcimg/img/1/450540/95afd5cc95257d893edd765cfc95df22.jpg,7.7,九宵云外
约翰尼·纳什维…、西恩·威廉·斯…,http://dianying.2345.com/detail/40050.html,http//imgwx2.2345.com/dypcimg/img/e/13/s40050.jpg,8.7,正义前锋
鲁特格尔·哈尔、娜塔莎·理查德…,http://dianying.2345.com/detail/26499.html,http//imgwx3.2345.com/dypcimg/cae/d/8/26499/755882e4df6ada305355d007a67e3658.jpg,5.3,限时索命
梅尔·吉布森、丹尼·格洛弗,http://dianying.2345.com/detail/53594.html,http//imgwx2.2345.com/dypcimg/img/3/17/s53594.jpg?1453279271,9.0,轰天炮2
埃迪·艾伯特、弗朗西斯·福特…,http://dianying.2345.com/detail/52955.html,http//imgwx1.2345.com/dypcimg/img/0/17/s52955.jpg?1470729592,7.6,光影流情
克里斯·凯利、乔什·哈切森,http://dianying.2345.com/detail/35695.html,http//imgwx1.2345.com/dypcimg/img/c/11/s35695.jpg,7.1,吸血鬼助手
朱迪·福斯特、纳威恩·安德利…,http://dianying.2345.com/detail/60967.html,http//imgwx1.2345.com/dypcimg/img/9/20/s60967.jpg?1439271820,8.3,勇敢的人2007
里斯·汤普森、安娜·肯德里克,http://dianying.2345.com/detail/162426.html,http//imgwx5.2345.com/dypcimg/img/1/54/s162426.jpg,8.0,火箭科学
韦斯利·斯奈普…、Silvia Colloca,http://dianying.2345.com/detail/167160.html,http//imgwx2.2345.com/dypcimg/img/5/55/s167160.jpg,8.2,爆裂追凶
杰弗里·拉什、朱迪·戴维斯,http://dianying.2345.com/detail/164284.html,http//imgwx3.2345.com/dypcimg/img/3/54/s164284.jpg,7.7,脱泳而出
保罗·贝坦尼、克斯汀·邓斯特,http://dianying.2345.com/detail/167601.html,http//imgwx3.2345.com/dypcimg/img/1/55/s167601.jpg,8.8,温布尔登
罗伯特·雷德福、海伦·米伦,http://dianying.2345.com/detail/167501.html,http//imgwx4.2345.com/dypcimg/img/c/55/s167501.jpg,7.7,赎金危情
尼克·卡农、乔丹·伯格,http://dianying.2345.com/detail/164240.html,http//imgwx4.2345.com/dypcimg/img/c/54/s164240.jpg,7.2,爱情无价
包蕾,http://dianying.2345.com/detail/161665.html,http//imgwx2.2345.com/dypcimg/img/5/53/s161665.jpg,7.7,金色的海螺
哈里森·福特、凯莉·麦吉利斯,http://dianying.2345.com/detail/158155.html,http//imgwx5.2345.com/dypcimg/img/f/52/s158155.jpg?1442392343,7.4,目击者1985
汤姆·克鲁斯、杰克·尼科尔森,http://dianying.2345.com/detail/152028.html,http//imgwx2.2345.com/dypcimg/img/0/50/s152028.jpg,7.7,好人寥寥
弗兰克·维尔克,http://dianying.2345.com/detail/151659.html,http//imgwx3.2345.com/dypcimg/img/c/50/s151659.jpg?1438582237,7.0,史酷比舞台风波
保罗·纽曼、茂文·道格拉斯,http://dianying.2345.com/detail/167318.html,http//imgwx4.2345.com/dypcimg/img/b/55/s167318.jpg,7.5,原野铁汉
艾伦·拉德、莫娜·弗里曼,http://dianying.2345.com/detail/166819.html,http//imgwx2.2345.com/dypcimg/img/e/55/s166819.jpg,8.6,罪恶烙印
芭芭拉·斯坦威…、温戴尔·柯瑞,http://dianying.2345.com/detail/164559.html,http//imgwx2.2345.com/dypcimg/img/2/54/s164559.jpg,8.4,复仇女神
奥莉薇·黛·哈…、詹姆斯·凯恩,http://dianying.2345.com/detail/163683.html,http//imgwx4.2345.com/dypcimg/img/c/54/s163683.jpg,8.8,笼子里的女人
安吉里卡·休斯…、琼·艾伦,http://dianying.2345.com/detail/164597.html,http//imgwx1.2345.com/dypcimg/img/c/54/s164597.jpg,8.5,阿瓦隆的迷雾
丹尼斯·米勒、亚当·比奇,http://dianying.2345.com/detail/167276.html,http//imgwx5.2345.com/dypcimg/img/7/55/s167276.jpg,7.1,乔迪尔特历险记
安吉丽娜·朱莉、安娜·古恩,http://dianying.2345.com/detail/160420.html,http//imgwx4.2345.com/dypcimg/img/4/53/s160420.jpg,8.0,无证可寻
威廉·阿什、Maclean Stewar…,http://dianying.2345.com/detail/163807.html,http//imgwx5.2345.com/dypcimg/img/9/54/s163807.jpg,7.7,曼波舞王
吉姆·库宁斯、约翰·菲尔德,http://dianying.2345.com/detail/163279.html,http//imgwx1.2345.com/dypcimg/img/5/54/s163279.jpg,8.3,跳跳虎历险记
约翰·雷特尔、Michael Oliver,http://dianying.2345.com/detail/162421.html,http//imgwx2.2345.com/dypcimg/img/e/54/s162421.jpg,8.4,天才小捣蛋2
催·帕克、马特·斯通,http://dianying.2345.com/detail/163249.html,http//imgwx5.2345.com/dypcimg/img/c/54/s163249.jpg,7.8,南方公园电影版南方四贱客
斯科特·巴库拉、杰斯米·盖,http://dianying.2345.com/detail/164285.html,http//imgwx5.2345.com/dypcimg/img/c/54/s164285.jpg,8.8,猫不跳舞
凯文·科斯特纳、蕾妮·罗素,http://dianying.2345.com/detail/164276.html,http//imgwx2.2345.com/dypcimg/img/c/54/s164276.jpg,7.1,锡杯
Michael Andrew…、莎莉·菲尔德,http://dianying.2345.com/detail/167912.html,http//imgwx1.2345.com/dypcimg/img/9/55/s167912.jpg,8.4,看狗在说话之旧金山历险记
比尔·法默、Jason Marsden,http://dianying.2345.com/detail/167705.html,http//imgwx4.2345.com/dypcimg/img/1/55/s167705.jpg,7.8,终极傻瓜1995
斯蒂夫·古根伯…、Jay O. Sanders,http://dianying.2345.com/detail/167915.html,http//imgwx4.2345.com/dypcimg/img/5/55/s167915.jpg,7.0,足球万万岁
彼得·盖勒、艾丽森·艾略特,http://dianying.2345.com/detail/163805.html,http//imgwx2.2345.com/dypcimg/img/0/54/s163805.jpg,7.1,危险狂爱
艾瑞克·爱都、里克·莫拉尼斯,http://dianying.2345.com/detail/162408.html,http//imgwx2.2345.com/dypcimg/img/d/54/s162408.jpg,8.5,狼兄鼠弟
布里吉特·芳达、加布里埃尔·伯…,http://dianying.2345.com/detail/163272.html,http//imgwx3.2345.com/dypcimg/img/3/54/s163272.jpg,8.7,杀气腾腾
蒂姆·克里、萨曼莎·玛西丝,http://dianying.2345.com/detail/166002.html,http//imgwx5.2345.com/dypcimg/img/e/55/s166002.jpg,7.9,最后的雨林
Charles Grodin、邦尼·亨特,http://dianying.2345.com/detail/165865.html,http//imgwx2.2345.com/dypcimg/img/9/55/s165865.jpg,7.2,我家也有贝多芬
杰夫·丹尼尔斯、Harley Jane Ko…,http://dianying.2345.com/detail/168441.html,http//imgwx4.2345.com/dypcimg/img/b/56/s168441.jpg,8.1,小魔星
比尔·考斯比、丹妮斯·尼古拉…,http://dianying.2345.com/detail/163268.html,http//imgwx1.2345.com/dypcimg/img/a/54/s163268.jpg,7.9,鬼爸爸
凯文·科斯特纳、瑞伊·道恩·冲,http://dianying.2345.com/detail/164555.html,http//imgwx4.2345.com/dypcimg/img/8/54/s164555.jpg,9.0,壮志夺镖
威廉·赫特、凯瑟琳·特纳,http://dianying.2345.com/detail/164565.html,http//imgwx5.2345.com/dypcimg/img/0/54/s164565.jpg,8.7,要命的吸引力
斯琴毕力格、斯琴,http://dianying.2345.com/detail/60142.html,http//imgwx1.2345.com/dypcimg/img/0/449332/a57e007426f8a7d9df52a5c3f07efefd.jpg,7.7,战地黄花
瞿颖、李俊,http://dianying.2345.com/detail/193532.html,http//imgwx5.2345.com/dypcimg/img/7/64/s193532.jpg,8.2,花姊妹风流债
杰克·莱蒙、茜茜·斯派塞克,http://dianying.2345.com/detail/151383.html,http//imgwx4.2345.com/dypcimg/img/7/50/s151383.jpg,8.2,大失踪
刘青云、刘嘉玲,http://dianying.2345.com/detail/25689.html,http//imgwx5.2345.com/dypcimg/img/2/8/s25689.jpg,7.1,七年很痒
马纳兹·阿什哈…、塔兰涅·阿里多…,http://dianying.2345.com/detail/150783.html,http//imgwx3.2345.com/dypcimg/img/e/50/s150783.jpg,8.9,希林公主
Sophie Bolen、Madeline Vail,http://dianying.2345.com/detail/108194.html,http//imgwx3.2345.com/dypcimg/img/4/464173/adf57f9016c8b8d88742be98b6265e30.jpg,8.7,圣诞兔子
卡蒂娅·温特、吉姆·加菲根,http://dianying.2345.com/detail/168048.html,http//imgwx5.2345.com/dypcimg/img/e/56/s168048.jpg,9.0,狂爱恶徒
伯努瓦·马吉梅、安托万·迪莱里,http://dianying.2345.com/detail/64059.html,http//imgwx3.2345.com/dypcimg/cae/7/21/64059/ccbc3efcf6d18537b6ac303fe1010d8a.jpg,7.0,逆风
李伦·勒夫、伊度·穆萨里,http://dianying.2345.com/detail/77760.html,http//imgwx5.2345.com/dypcimg/img/5/452565/2efd0c8b35166c2c12ea53343705d8a8.jpg,7.5,越位
班诺·福曼、弗罗里安·卢卡…,http://dianying.2345.com/detail/137613.html,http//imgwx3.2345.com/dypcimg/img/5/45/s137613.jpg,8.3,北壁
约翰·马尔科维…、彼得·斯特曼,http://dianying.2345.com/detail/133215.html,http//imgwx1.2345.com/dypcimg/img/c/44/s133215.jpg?1410496763,5.7,西伯利亚教育
克里斯托弗·沃…、克里斯汀·史莱…,http://dianying.2345.com/detail/90430.html,http//imgwx3.2345.com/dypcimg/img/douban/10441034/postb_s7044243_mini.jpg,8.9,少数派力量
爱丽森·布里、丽兹·卡潘,http://dianying.2345.com/detail/78479.html,http//imgwx4.2345.com/dypcimg/img/a/452642/e2955811c5f725a61583fa8d81afed3d.jpg,8.2,恋爱预留日
杰克·布莱克、安娜·德拉·雷…,http://dianying.2345.com/detail/137981.html,http//imgwx1.2345.com/dypcimg/img/6/45/s137981.jpg,7.8,疯狂神父
吉姆·卡维泽、切瓦特·埃加福…,http://dianying.2345.com/detail/128602.html,http//imgwx3.2345.com/dypcimg/img/3/42/s128602.jpg?1410496171,7.9,萨瓦那传奇
柯克·卡梅隆、艾琳·贝西,http://dianying.2345.com/detail/47348.html,http//imgwx2.2345.com/dypcimg/img/d/15/s47348.jpg,8.0,消防员
许还山、叶鹏,http://dianying.2345.com/detail/95490.html,http//imgwx4.2345.com/dypcimg/img/e/31/s95490.jpg?1385690618,3.7,盗剑72小时
布莱特妮墨菲、坦米·布兰查德,http://dianying.2345.com/detail/95905.html,http//imgwx4.2345.com/dypcimg/img/f/461744/f1222f42d0d2893fc332e547a64975c4.jpg,7.0,拉面女孩
Kandis、Bridget Sherga…,http://dianying.2345.com/detail/160152.html,http//imgwx5.2345.com/dypcimg/img/f/53/s160152.jpg?1445826998,8.9,通灵2008
朱利安山德斯、Julian Sands,http://dianying.2345.com/detail/102066.html,http//imgwx3.2345.com/dypcimg/img/2/34/s102066.jpg?1466157997,8.2,名叫卡拉的女人
凯伦布莱克、Gregory Blair,http://dianying.2345.com/detail/102062.html,http//imgwx1.2345.com/dypcimg/img/9/462002/73e337dbfa71fb841df625d59f59aa0f.jpg,7.7,复仇木偶人
